"","player_name","player_id","alt_id","league_id","goal","distance","cosangle","head","throughball","cross","fast_break","big_chance","open_play","freekick","difficult"
"135701","Panagiotis Kone",451,0,2,0,69.369,0.973,0,0,0,0,0,0,0,1
"50914","Domenico Berardi",8,0,2,0,77.37,0.99,0,0,0,0,0,0,1,0
"172076","John Guidetti",1740,0,4,0,57.676,0.926,0,0,1,0,0,1,0,1
"43121","Papiss Demba Cissé",196,0,1,1,48.26,0.019,0,0,0,0,1,1,0,0
"146096","Sebastian Prödl",1829,0,1,1,52.77,0.7,1,0,1,0,1,0,0,0
"20205","Odaïr Fortes",445,0,3,1,61.674,0.935,0,0,0,0,1,1,0,0
"98385","Klaas-Jan Huntelaar",1781,0,5,0,57.656,0.916,1,0,1,0,0,1,0,0
"19891","Nikica Jelavic",1303,0,1,0,56.122,0.958,0,0,0,0,0,1,0,0
"62555","Faycal Fajr",2368,0,4,0,73.669,0.974,0,0,0,0,0,0,1,0
"60908","Harry Kane",1940,0,1,1,62.235,0.948,0,0,0,0,0,1,0,0
"138181","Felipe Anderson",926,0,2,0,55.388,0.969,0,0,0,0,0,1,0,0
"14000","Samir Nasri",327,0,1,0,61.654,0.934,0,0,0,0,0,1,0,0
"181772","Gonzalo Castro",774,0,5,0,52.035,0.646,0,0,0,1,1,1,0,0
"3225","Álex López",489,0,4,1,47.405,0.855,1,0,0,0,1,1,0,0
"112526","John Brooks",2030,0,5,0,53.15,0.925,0,0,0,0,0,0,0,0
"39236","Aaron Ramsey",656,0,1,0,69.279,0.978,0,0,0,0,0,1,0,0
"45261","Charlie Austin",2127,0,1,0,53.954,0.778,1,0,1,0,0,1,0,0
"89779","Antonio Floro Flores",1,0,2,0,78.539,0.982,0,0,0,0,0,1,0,0
"33695","Rémy Cabella",475,0,3,0,54.975,0.836,0,0,0,0,0,1,0,1
"149063","Thiago Silva",1552,0,3,0,58.786,0.897,0,0,0,0,0,0,0,0
"56989","Diafra Sakho",2179,0,1,0,68.962,0.979,0,0,0,0,0,1,0,0
"66937","Timo Werner",471,0,5,0,53.421,0.905,0,0,1,0,0,0,0,0
"121323","Simone Romagnoli",3046,0,2,0,55.624,0.97,1,0,1,0,0,0,0,0
"128724","Pedro León",467,0,4,0,73.06,0.973,0,0,0,1,0,1,0,0
"90081","Adrián Embarba",1204,0,4,0,55.013,0.819,1,0,1,0,0,1,0,0
"141126","Änis Ben-Hatira",363,0,5,0,69.014,0.967,0,0,0,0,0,0,0,1
"26609","Vaclav Kadlec",696,0,5,0,54.441,0.906,0,0,0,0,1,1,0,0
"96782","Hakan Calhanoglu",630,0,5,0,60.269,0.916,0,0,0,0,0,1,0,0
"138982","Douglas Costa",2832,0,5,0,73.662,0.975,0,0,0,0,0,1,0,0
"114098","Uros Cosic",3254,0,2,0,59.181,0.9,1,0,1,0,0,0,0,0
"137960","Yannis Salibur",2618,0,3,0,78.974,0.984,0,0,0,0,0,0,1,0
"35425","Toni Kroos",142,0,5,0,69.093,0.972,0,0,0,0,0,1,0,0
"14785","Fernando Llorente",937,0,2,0,66.147,0.971,0,0,0,0,0,1,0,0
"121630","Nolito",15,0,4,0,59.649,0.97,0,0,0,0,0,1,0,0
"69885","Nicolas Maurice-Belay",1101,0,3,0,69.732,0.977,0,0,0,0,0,1,0,0
"34476","Danny Welbeck",1484,0,1,0,55.21,0.98,0,0,0,0,0,1,0,0
"152333","Tiemoué Bakayoko",121,0,3,0,53.258,0.811,1,0,1,0,0,0,0,0
"143628","Mathew Leckie",2843,0,5,0,68.354,0.962,0,0,0,0,0,0,0,1
"112738","Dimitri Payet",744,0,1,1,54.536,0.906,0,0,0,0,1,1,0,0
"108897","Bebé",2625,0,4,0,57.26,0.978,0,0,0,0,0,1,0,0
"104553","Marcel Heller",2835,0,5,0,55.992,0.946,0,1,0,0,1,1,0,0
"158935","Alexandre Lacazette",547,0,3,0,55.992,0.956,1,0,1,0,0,0,0,0
"37948","Adriano",30,0,4,0,70.856,0.98,0,0,0,0,0,1,0,0
"127329","Stefan Scepovic",3007,0,4,0,57.153,0.949,0,0,0,0,0,1,0,0
"180747","Fabian Lustenberger",368,0,5,0,56.761,0.875,0,0,0,0,1,1,0,0
"37822","Gaizka Toquero",407,0,4,0,53.459,0.77,0,0,0,1,1,1,0,0
"26407","Andrea Poli",910,0,2,0,63.301,0.939,0,0,0,0,0,1,0,0
"162622","Eric Dier",2123,0,1,1,53.401,0.738,0,0,0,0,1,0,0,0
"132494","Ji Dong-Won",128,0,5,0,91.473,0.993,0,0,0,0,0,1,0,0
"3098","Shinji Okazaki",266,0,5,1,49.857,0.437,0,0,0,1,1,1,0,0
"6995","Chris Smalling",1414,0,1,0,53.943,0.87,1,0,1,0,1,0,0,0
"63718","Valentin Eysseric",1071,0,3,0,77.343,0.981,0,0,0,0,0,1,0,0
"81164","Ashley Westwood",1361,0,1,0,60.823,0.96,0,0,0,0,0,1,0,0
"54724","Christian Eriksen",1304,0,1,0,66.776,0.961,0,0,0,0,0,1,0,0
"30355","Cedrick Makiadi",807,0,5,0,77.452,0.983,0,0,0,0,0,0,0,1
"131225","Odsonne Edouard",3478,0,3,0,57.278,0.954,0,0,0,0,0,1,0,0
"66157","Pierre-Emile Højbjerg",1613,0,5,0,54.451,0.787,1,0,1,0,0,0,0,0
"133477","Iago Aspas",2424,0,4,0,71.363,0.976,0,0,0,0,0,0,1,0
"171404","Darko Lazovic",2931,0,2,0,55.225,0.968,0,0,0,0,0,1,0,0
"82016","Levan Mchedlidze",2302,0,2,0,65.696,0.967,0,0,0,0,0,1,0,0
"34743","Rubén Castro",1494,0,4,0,53.479,0.964,0,0,0,0,0,0,0,0
"51571","Graziano Pellè",2150,0,1,0,58.954,0.96,0,0,0,0,0,1,0,0
"70087","Fabio Daprelà",2720,0,2,0,69.775,0.985,0,0,0,0,0,1,0,0
"79617","Christian Eriksen",1304,0,1,0,74.606,0.984,0,0,0,0,0,0,1,0
"130168","Jacopo Sala",1888,0,2,0,72.803,0.985,0,0,0,0,0,1,0,0
"14124","John Arne Riise",1573,0,1,0,58.875,0.979,0,0,0,0,0,1,0,0
"164083","Pablo Fornals",3057,0,4,0,60.047,0.942,0,0,0,0,0,1,0,0
"34976","André Schürrle",553,0,1,0,65.184,0.976,0,0,0,0,0,1,0,0
"56757","Cristiano Ronaldo",86,0,4,0,62.901,0.979,0,0,0,0,0,1,0,0
"173728","Giuseppe Bellusci",1910,0,2,0,58.889,0.946,0,0,0,0,0,0,0,1
"165678","Pedro Bigas",2901,0,4,1,54.793,0.883,1,0,1,0,0,0,0,0
"14667","Pedro León",467,0,4,0,76.082,0.982,0,0,0,0,0,1,0,0
"56409","Antoine Devaux",311,0,3,0,70.627,0.971,0,0,0,0,0,1,0,0
"90077","Raúl García",1207,0,4,0,54.284,0.797,1,0,1,0,0,0,0,0
"2132","Christophe Jallet",854,0,3,0,70.908,0.975,0,0,0,0,0,1,0,0
"41736","Robert Lewandowski",286,0,5,0,53.197,0.731,0,0,0,0,0,1,0,0
"126173","Christian Atsu",2390,0,4,0,66.215,0.964,0,0,0,1,0,1,0,0
"110778","Clément Grenier",542,0,3,0,75.702,0.981,0,0,0,0,0,0,1,0
"140250","Nabil Bentaleb",1694,0,5,0,62.744,0.981,0,0,0,0,0,1,0,0
"33861","Aduriz",754,0,4,0,55.986,0.852,1,0,1,0,0,0,0,0
"87505","Juan Gomez Taleb",531,0,2,0,57.655,0.883,0,0,0,0,0,0,0,0
"78902","Adam Lallana",570,0,1,0,57.896,0.912,0,0,0,0,0,1,0,0
"120396","Jean-Christophe Bahebeck",110,0,3,0,71.205,0.97,0,0,0,0,0,0,1,0
"128402","Jeremain Lens",2796,0,1,1,57.435,0.891,0,0,0,1,0,1,0,0
"2666","Roberto Trashorras",177,0,4,0,69.811,0.968,0,0,0,0,0,0,0,0
"156561","Juan Guillermo Cuadrado",718,0,2,0,53.142,0.976,0,0,0,0,0,1,0,0
"166963","Álvaro Medrán",2534,0,4,0,69.648,0.969,0,0,0,0,0,1,0,0
"149696","Emre Can",1035,0,1,0,64.755,0.969,0,0,0,0,0,1,0,0
"103846","Ross Barkley",416,0,1,0,65.948,0.956,0,0,0,0,0,0,0,0
"30038","Jaroslav Plasil",516,0,2,0,53.959,0.819,0,1,0,0,1,1,0,0
"5549","Bosko Jankovic",1308,0,2,1,54.038,0.96,0,1,0,0,0,1,0,0
"18414","Augusto Fernández",487,0,4,0,64.135,0.968,0,0,0,0,0,1,0,0
"168287","Gonzalo Higuaín",1095,0,2,0,60.429,0.927,0,0,0,0,0,1,0,1
"123522","Alessandro Florenzi",46,0,2,0,68.083,0.978,0,0,0,0,0,1,0,0
"30388","Mario Götze",140,0,5,0,68.22,0.969,0,0,0,0,0,1,0,0
"153237","Borja Valero",435,0,2,0,68.454,0.972,0,0,0,0,0,1,0,0
"96265","Edin Dzeko",1241,0,2,0,55.596,0.849,1,0,0,0,0,1,0,0
"68058","Juraj Kucka",616,0,2,0,67.956,0.977,0,0,0,0,0,1,0,0
"148262","Mario Balotelli",1109,0,3,0,72.697,0.987,0,0,0,0,0,1,0,0
"175468","Marko Marin",650,0,4,0,65.16,0.949,0,0,0,0,0,1,0,0
"103396","Dele Alli",2885,0,1,0,60.206,0.936,1,0,0,0,0,1,0,0
"25246","Jonathan Biabiany",434,0,2,0,54.765,0.799,1,0,1,0,0,1,0,0
"179828","Odaïr Fortes",445,0,3,0,58.508,0.984,0,0,0,0,0,1,0,0
"109192","Aleksandar Trajkovski",2932,0,2,0,59.419,0.956,0,0,0,0,0,1,0,0
"142733","Señé",3178,0,4,0,71.912,0.981,0,0,0,0,0,1,0,0
"467","Bryan Ruiz",232,0,1,0,72.662,0.974,0,0,0,0,0,1,0,0
"77857","Fabian Johnson",1354,0,5,0,58.041,0.907,0,0,0,0,0,1,0,0
"88669","Daniel Drinkwater",2282,0,1,0,67.884,0.969,0,0,0,0,0,0,1,0
"146986","Álvaro Vázquez",1137,0,4,0,66.365,0.963,0,0,0,0,0,1,0,0
"109374","Alessandro Florenzi",46,0,2,0,75.896,0.979,0,0,0,0,0,1,0,0
"131260","Lukas Rupp",1991,0,5,1,57.854,0.884,0,0,0,0,0,0,0,0
"88757","Nolito",15,0,4,0,58.788,0.954,0,0,0,0,0,1,0,0
"104911","Sebastián Coates",2576,0,1,0,53.087,0.721,1,0,1,0,0,0,0,0
"137513","Sandro Wagner",1426,0,5,0,54.562,0.794,1,0,1,0,0,1,0,0
"119489","Timo Werner",471,0,5,0,56.963,0.903,1,0,0,0,0,1,0,0
"123243","Carlos Bacca",651,0,2,0,55.912,0.953,0,0,0,0,0,1,0,0
"27020","Rafael van der Vaart",629,0,5,0,68.994,0.975,0,0,0,0,0,1,0,0
"106074","Gregoire Defrel",2378,0,2,0,56.282,0.985,0,0,0,0,0,1,0,0
"148191","Adam Masina",3066,0,2,0,52.821,0.736,1,0,1,0,0,1,0,0
"148983","Valère Germain",1608,0,3,0,59.134,0.934,0,0,0,0,0,1,0,0
"33121","Roberto Firmino",259,0,5,0,50.772,0.95,0,0,0,0,0,1,0,0
"128267","Renaud Cohade",974,0,3,0,78.499,0.981,0,0,0,0,0,1,0,0
"146439","Daniel Amartey",3295,0,1,0,69.322,0.968,0,0,0,0,0,0,0,0
"150263","Marco D'Alessandro",2348,0,2,0,54.974,0.966,0,1,0,0,0,1,0,0
"43616","Antonio Candreva",519,0,2,0,54.989,0.811,0,0,0,0,0,1,0,1
"35514","Salim Khelifi",2054,0,5,0,57.444,0.937,0,0,0,0,1,1,0,0
"87440","Duván Zapata",1099,0,2,0,54.898,0.813,1,0,1,0,0,1,0,0
"23105","Álvaro González",1314,0,2,0,66.462,0.96,0,0,0,0,0,1,0,0
"165269","Adam Masina",3066,0,2,0,66.247,0.973,0,0,0,0,0,1,0,0
"49754","Stephan El Shaarawy",1532,0,2,0,73.318,0.974,0,0,0,0,0,1,0,0
"152185","Sergej Milinkovic-Savic",2909,0,2,0,66.59,0.959,0,0,0,0,0,1,0,0
"78850","Admir Mehmedi",705,0,5,0,69.823,0.987,0,0,0,0,0,0,1,0
"47878","Johan Audel",1874,0,3,0,74.623,0.979,0,0,0,0,0,1,0,0
"52403","Artur Ionita",2399,0,2,0,49.044,0.901,0,0,0,0,0,0,0,0
"93410","Mesut Özil",824,0,1,1,58.762,0.894,0,0,0,0,0,1,0,0
"160612","Issiar Dia",3035,0,3,0,67.065,0.97,0,0,0,0,0,0,0,1
"177941","André-Pierre Gignac",745,0,3,0,67.957,0.963,0,0,0,0,0,1,0,0
"163361","Yacouba Sylla",1259,0,3,0,72.376,0.98,0,0,0,0,0,1,0,0
"102099","Maximiliano Morález",158,0,2,0,68.129,0.97,0,0,0,0,0,1,0,0
"43836","Josip Ilicic",1555,0,2,0,74.681,0.985,0,0,0,0,0,0,1,0
"85356","Marco Russ",708,0,5,0,60.818,0.969,0,0,0,0,0,1,0,0
"64148","Levin Öztunali",2314,0,5,0,56.776,0.962,0,0,0,0,0,1,0,0
"61521","Licá",2392,0,4,0,56.079,0.951,0,0,0,0,0,1,0,0
"51970","Fernando Navarro",1706,0,4,0,60.782,0.977,0,0,0,0,0,1,0,0
"13214","Piti",922,0,4,0,55.795,0.961,0,0,0,0,0,1,0,0
"138093","Ben Gibson",3356,0,1,0,77.353,0.98,0,0,0,0,0,1,0,0
"14517","Adel Taarabt",1256,0,1,0,71.464,0.971,0,0,0,0,0,1,0,0
"101384","Tobias Levels",3111,0,5,0,52.279,0.966,0,0,0,0,0,1,0,0
"159172","James Ward-Prowse",1249,0,1,0,55.838,0.963,0,0,0,0,0,1,0,0
"110869","Éder",612,0,2,0,51.488,0.913,0,0,0,0,0,0,0,0
"36348","Sergio Ramos",90,0,4,1,48.266,0.046,1,0,0,0,1,1,0,0
"149598","George Friend",3352,0,1,0,59.341,0.957,0,0,0,0,0,1,0,0
"116589","Cristiano Ronaldo",86,0,4,1,67.431,0.971,0,0,0,0,0,0,1,0
"108947","Josip Ilicic",1555,0,2,0,63.417,0.941,0,0,0,0,0,1,0,0
"55561","Pawel Olkowski",2260,0,5,0,53.425,0.95,0,0,0,0,0,1,0,0
"95676","Jasmin Kurtic",10,0,2,0,77.924,0.983,0,0,0,0,0,1,0,0
"148330","Christian Eriksen",1304,0,1,0,67.131,0.988,0,0,0,0,0,0,1,0
"89197","Adam Smith",3017,0,1,0,65.746,0.967,0,0,0,0,0,1,0,0
"124548","Cesare Bovo",1397,0,2,0,77.221,0.98,0,0,0,0,0,0,1,0
"80785","Rodrigo Aguirre",2735,0,2,0,59.937,0.931,1,0,1,0,0,1,0,0
"87456","Federico Dionisi",2937,0,2,0,58.934,0.983,0,0,0,0,0,1,0,0
"6252","Romelu Lukaku",335,0,1,0,67.24,0.966,0,0,0,0,0,1,0,0
"163272","Cristiano Ronaldo",86,0,4,0,73.207,0.974,0,0,0,0,0,0,1,0
"23393","Leon Andreasen",359,0,5,0,78.709,0.981,0,0,0,0,0,0,1,0
"158055","Miralem Pjanic",48,0,2,0,64.877,0.948,0,0,0,0,0,1,0,0
"112567","Karim Bellarabi",297,0,5,0,56.409,0.917,0,0,1,0,0,1,0,1
"132454","Radja Nainggolan",595,0,2,0,64.432,0.971,0,0,0,0,0,1,0,1
"133349","Ludovic Blas",3162,0,3,0,50.672,0.867,1,0,1,0,0,1,0,0
"173952","Oriol Riera",352,0,4,0,57.724,0.879,1,0,1,0,0,1,0,0
"40000","Vitolo",1003,0,4,0,58.36,0.957,0,0,0,0,1,1,0,0
"66332","Simone Zaza",6,0,2,0,53.158,0.81,1,0,1,0,0,1,0,0
"79476","Nicolás López",1307,0,2,0,58.433,0.925,0,0,0,0,0,1,0,0
"124125","Felix Klaus",1225,0,5,0,57.298,0.909,0,0,0,0,0,1,0,0
"54011","Philippe Coutinho",1267,0,1,0,58.891,0.898,0,0,0,0,0,1,0,0
"17563","Kevin Gameiro",621,0,4,0,60.847,0.97,0,0,0,0,0,1,0,0
"85381","Lars Bender",1224,0,5,0,73.407,0.976,0,0,0,0,0,1,0,0
"127756","Sebastian Rudy",1041,0,5,0,72.596,0.979,0,0,0,0,0,1,0,0
"113774","Prince Oniangué",113,0,3,0,62.089,0.933,0,0,1,0,0,1,0,1
"107288","Dele Alli",2885,0,1,0,53.397,0.826,1,0,0,0,0,1,0,0
"17919","Andrea Raggi",1493,0,3,0,60.93,0.944,0,0,0,0,0,1,0,0
"149322","Alexis Sánchez",25,0,1,0,57.093,0.945,0,0,0,0,0,1,0,0
"107749","Jonathas",2238,0,4,0,56.345,0.848,0,0,0,0,0,1,0,0
"91671","Cristiano Ronaldo",86,0,4,0,55.752,0.973,0,0,0,0,0,1,0,0
"68290","Stefan Bell",272,0,5,0,57.445,0.879,1,0,0,0,0,0,0,0
"157477","Valentin Rongier",2483,0,3,0,73.505,0.974,0,0,0,0,0,1,0,0
"163314","Benjamin Moukandjo",2151,0,3,0,59.849,0.981,0,0,0,0,0,1,0,0
"124131","Douglas Costa",2832,0,5,0,70.791,0.969,0,0,0,0,0,1,0,0
"169000","Federico Ricci",3561,0,2,0,59.328,0.939,0,0,1,0,0,1,0,1
"21789","Josip Drmic",501,0,5,0,69.244,0.984,0,0,0,0,0,1,0,0
"131500","Jasmin Kurtic",10,0,2,0,69.361,0.981,0,0,0,0,0,1,0,0
"55338","Didier Drogba",2160,0,1,0,58.362,0.953,0,1,0,0,0,1,0,0
"36978","Yunus Malli",257,0,5,1,63.397,0.95,0,0,0,0,0,1,0,0
"162696","Nordin Amrabat",1815,0,1,0,62.414,0.975,0,0,0,0,0,1,0,0
"17283","Josip Drmic",501,0,5,1,55.57,0.898,0,0,1,0,0,1,0,0
"82771","Xavi",33,0,4,0,71.671,0.97,0,0,0,0,0,0,1,0
"53768","Alfred Finnbogason",2451,0,4,0,55.911,0.965,0,0,0,0,0,1,0,0
"12473","Andreu Fontás",1655,0,4,0,58.142,0.978,0,0,0,0,0,1,0,0
"59871","Ahmed Elmohamady",238,0,1,1,54.765,0.799,1,0,1,0,1,1,0,0
"103505","Aduriz",754,0,4,0,56.999,0.969,1,0,1,0,0,1,0,0
"63523","Christian Eriksen",1304,0,1,1,70.086,0.977,0,0,0,0,0,0,1,0
"104739","Antonio Candreva",519,0,2,0,54.613,0.902,0,0,0,0,1,1,0,0
"115529","Zlatan Ibrahimovic",741,0,3,0,58.767,0.922,0,0,0,0,0,1,0,0
"162658","Marko Arnautovic",220,0,1,0,54.713,0.95,0,0,0,0,0,1,0,0
"50627","Grégoire Puel",1074,0,3,0,58.029,0.906,0,0,1,0,0,1,0,1
"158078","Adrián",171,0,4,1,53.484,0.782,0,0,0,0,1,1,0,0
"19839","Juan Bernat",1180,0,4,0,52.674,0.989,0,1,0,0,0,1,0,1
"65597","Cristhian Stuani",219,0,4,0,50.373,0.494,0,0,0,0,0,0,0,0
"89200","Isco",96,0,4,0,69.852,0.972,0,0,0,0,0,1,0,0
"158705","Darwin Machís",2206,0,4,0,64.984,0.971,0,0,0,0,0,0,0,1
"128416","Alexis Sánchez",25,0,1,0,59.162,0.916,0,0,0,0,0,1,0,0
"43601","Luca Ceppitelli",2349,0,2,0,55.723,0.834,1,0,1,0,0,0,0,0
"85096","Majeed Waris",1725,0,3,0,53.05,0.757,1,0,0,0,1,1,0,0
"40520","Robin van Persie",129,0,1,0,53.852,0.847,0,1,0,0,0,1,0,0
"39935","Valentin Lavigne",2119,0,3,0,63.58,0.947,0,0,0,0,0,0,0,0
"10235","Gueida Fofana",996,0,3,0,60.999,0.922,0,0,0,0,0,1,0,0
"38833","Reyes",1545,0,4,0,60.703,0.99,0,0,0,0,0,0,1,0
"90975","Cristiano Ronaldo",86,0,4,0,70.463,0.968,0,0,0,1,0,1,0,0
"157220","Corentin Tolisso",1916,0,3,0,67.706,0.963,0,0,0,0,0,1,0,0
"58418","Pedro",891,0,4,1,51.2,0.77,0,1,0,0,1,1,0,0
"100449","Javi Márquez",193,0,4,0,68.765,0.978,0,0,0,0,0,0,1,0
"171452","Divock Origi",1689,0,1,0,63.935,0.964,0,0,0,0,0,1,0,0
"137797","Hugo Campagnaro",1491,0,2,1,50.47,0.646,1,0,1,0,1,0,0,0
"18032","Kim Bo-Kyung",205,0,1,0,64.367,0.946,0,0,0,0,0,1,0,0
"31525","Christoph Kramer",875,0,5,0,52.691,0.855,0,0,1,0,0,1,0,0
"142737","Theo Bongonda",2736,0,4,0,55.519,0.916,0,1,0,0,1,1,0,0
"124104","Max Kruse",873,0,5,0,56.863,0.944,0,0,1,0,0,1,0,0
"156465","Joshua King",2803,0,1,0,55.303,0.847,1,0,1,0,0,0,0,0
"20091","Adrián Ramos",362,0,5,0,58.02,0.882,1,0,0,0,0,0,0,0
"118291","Ryder Matos",938,0,2,0,63.206,0.978,0,0,0,0,0,1,0,0
"26168","Cristiano Ronaldo",86,0,4,0,50.04,0.41,1,0,1,0,0,0,0,0
"17493","Míchel",1767,0,4,0,75.177,0.978,0,0,0,0,0,1,0,0
"3265","Alexander Tettey",556,0,1,0,74.581,0.979,0,0,0,0,0,1,0,0
"96643","Alexander Tettey",556,0,1,0,58.645,0.911,0,0,1,0,0,0,0,1
"100574","Jimmy Briand",544,0,3,0,56.487,0.915,0,0,0,0,0,1,0,0
"14774","Rubén Pardo",867,0,4,1,49.509,0.869,0,0,0,0,1,1,0,0
"107377","Kelechi Iheanacho",2988,0,1,0,68.821,0.984,0,0,0,0,0,1,0,0
"112654","Yohan Cabaye",198,0,1,0,68.68,0.965,0,0,0,0,0,0,0,1
"97927","Roger",2954,0,4,0,50.147,0.43,1,0,1,0,0,0,0,0
"162848","Willian José",2075,0,4,0,50.155,0.743,0,0,0,0,0,0,0,0
"101069","Gilles Sunu",1726,0,3,0,61.805,0.928,0,0,0,0,0,1,0,0
"78668","Esteban Cambiasso",51,0,1,0,71.36,0.97,0,0,0,0,0,0,0,0
"134082","Mijat Gacinovic",3146,0,5,0,55.531,0.892,1,0,1,0,0,0,0,0
"171115","Khouma Babacar",2271,0,2,0,55.653,0.84,0,0,1,0,0,1,0,1
"62572","Daniele Dessena",596,0,2,0,59.614,0.948,0,0,0,0,0,1,0,0
"102283","Vaclav Kadlec",696,0,5,0,54.683,0.974,0,0,0,0,0,1,0,0
"157742","Diego Costa",17,0,1,1,53.135,0.751,0,0,0,0,1,1,0,1
"97410","Jules Iloki",3055,0,3,0,67.856,0.973,0,0,1,0,0,0,0,0
"103221","Carles Gil",213,0,1,0,71.255,0.97,0,0,0,0,0,1,0,0
"72794","Mario Gomez",1953,0,2,1,60.176,0.916,0,0,0,0,1,1,0,0
"151902","Federico Chiesa",3690,0,2,0,61.411,0.975,0,0,0,0,0,1,0,0
"131605","Douglas Costa",2832,0,5,0,64.114,0.943,0,0,0,0,0,1,0,0
"174410","Karim El Ahmadi",234,0,1,0,75.343,0.978,0,0,0,0,0,0,1,0
"39626","Mike Frantz",632,0,5,0,54.717,0.916,0,0,0,0,0,1,0,0
"150239","Lucas Ocampos",182,0,2,0,62.774,0.936,0,0,1,0,0,1,0,0
"25214","Ishak Belfodil",1086,0,2,0,66.648,0.977,0,0,0,0,0,0,0,0
"95996","Jackson Martínez",2975,0,4,0,60.306,0.919,0,0,0,0,0,1,0,0
"140902","Adem Ljajic",453,0,2,0,71.384,0.973,0,0,0,0,0,1,0,0
"8230","Chris Smalling",1414,0,1,0,50.017,0.897,1,0,1,0,0,0,0,0
"52087","Valter Birsa",909,0,2,0,76.71,0.979,0,0,0,0,0,1,0,0
"73734","Lucas Barrios",2152,0,3,0,57.078,0.864,1,0,1,0,0,1,0,0
"57883","Andrea Ranocchia",991,0,2,1,55.344,0.833,0,0,1,0,0,0,0,1
"175165","Claude Dielna",479,0,3,0,76.887,0.986,0,0,0,0,0,0,1,0
"145027","Maximilian Arnold",980,0,5,0,68.419,0.966,0,0,0,0,0,1,0,0
"129776","Christopher Jullien",3405,0,3,1,53.191,0.727,0,0,1,0,1,0,0,0
"19424","Stephan Lichtsteiner",1550,0,2,1,54.688,0.861,1,1,0,0,1,1,0,0
"167988","Pedro",891,0,1,0,63.796,0.945,0,0,0,0,0,1,0,0
"168708","Ashley Barnes",2184,0,1,1,48.818,0.575,0,0,1,0,1,1,0,0
"130788","Clément Grenier",542,0,3,0,58.368,0.94,1,0,1,0,0,1,0,0
"176510","Ivica Olic",298,0,5,1,56.015,0.858,0,0,0,0,1,1,0,0
"135861","Willi Orban",3485,0,5,0,56.318,0.862,1,0,1,0,0,0,0,0
"120830","Éver Banega",865,0,4,0,63.618,0.941,0,0,0,0,0,1,0,0
"96478","Mats Hummels",281,0,5,0,50.921,0.59,1,0,0,0,0,0,0,0
"22350","Gareth Bale",1063,0,4,0,53.235,0.958,0,0,0,0,0,1,0,0
"54560","Iago Falque",178,0,2,0,64.262,0.946,0,0,0,0,0,1,0,0
"90717","Hakan Calhanoglu",630,0,5,0,59.035,0.982,0,0,0,0,0,1,0,0
"135967","Carlos Bacca",651,0,2,0,58.552,0.891,0,0,0,0,0,1,0,1
"120978","Duje Cop",2638,0,4,0,53.474,0.851,1,0,1,0,1,1,0,0
"62248","Perparim Hetemaj",1445,0,2,0,75.307,0.985,0,0,0,0,0,1,0,0
"158045","Guido Marilungo",1176,0,2,0,67.824,0.962,0,0,0,0,0,0,0,1
"93974","Koffi Djidji",1952,0,3,0,57.919,0.881,0,0,0,0,0,0,0,0
"147206","Willian",566,0,1,0,60.575,0.94,0,0,0,0,0,1,0,0
"154538","Andrea Bertolacci",1119,0,2,0,70.581,0.969,0,0,0,0,0,1,0,0
"172544","Guerrero",2922,0,4,0,69.327,0.975,0,0,0,0,0,0,1,0
"87912","Marco van Ginkel",2566,0,1,0,66.527,0.981,0,0,0,0,0,1,0,0
"101792","Florian Raspentino",1558,0,3,0,57.131,0.888,1,0,1,0,0,1,0,0
"64702","Yuya Osako",2168,0,5,0,64.244,0.961,0,0,0,0,0,1,0,0
"119394","Josip Ilicic",1555,0,2,0,69.731,0.983,0,0,0,0,0,1,0,0
"8251","Joo-Ho Park",1319,0,5,0,77.888,0.981,0,0,0,0,0,0,0,1
"36920","Jan Hochscheidt",1796,0,5,1,63.883,0.948,0,0,0,0,0,1,0,0
"69567","Morales",2330,0,4,0,69.254,0.971,0,0,0,0,0,1,0,0
"112287","Danilo Cataldi",2660,0,2,0,66.14,0.96,0,0,0,0,0,0,0,1
"59497","Riyad Mahrez",2134,0,1,0,60.428,0.954,0,0,0,0,0,1,0,0
"76050","Éder",612,0,2,0,55.097,0.97,0,0,0,0,0,1,0,1
"146375","Sergio Canales",870,0,4,0,56.215,0.991,0,0,0,0,0,1,0,0
"38635","Alberto Bueno",172,0,4,0,60.935,0.924,0,0,0,0,0,0,0,0
"126261","Alexandru Maxim",322,0,5,0,59.066,0.971,0,0,0,1,0,1,0,0
"35123","Markel Susaeta",406,0,4,1,56.617,1,0,0,0,0,0,0,0,0
"125782","Stefano Sabelli",3242,0,2,0,69.942,0.97,0,0,0,0,0,1,0,0
"144875","Robert Lewandowski",286,0,5,0,72.841,0.975,0,0,0,0,0,0,1,0
"131716","Änis Ben-Hatira",363,0,5,0,49.877,0.977,0,0,0,0,0,1,0,0
"134241","Oussama Tannane",3238,0,3,0,76.961,0.982,0,0,0,0,0,0,1,0
"66311","Oriol Riera",352,0,4,0,55.881,0.85,1,0,1,0,0,1,0,0
"93691","Claudio Beauvue",122,0,3,0,61.218,0.983,0,0,0,0,0,1,0,0
"142307","Steven N'Zonzi",818,0,4,0,53.715,0.754,1,0,1,0,0,0,0,0
"111203","Tiemoué Bakayoko",121,0,3,1,52.039,0.649,1,0,1,0,1,0,0,0
"176296","Suso",642,0,4,0,73.029,0.987,0,0,0,0,0,1,0,0
