"","player_name","player_id","alt_id","league_id","goal","distance","cosangle","head","throughball","cross","fast_break","big_chance","open_play","freekick","difficult"
"58843","Mario",397,0,4,0,54.972,0.88,0,0,0,0,0,1,0,0
"44157","Jannik Vestergaard",1615,0,5,0,53.651,0.77,1,0,1,0,0,1,0,0
"145717","Matthias Ostrzolek",306,0,5,0,58.681,0.896,0,0,0,0,0,1,0,0
"24767","Rubén Castro",1494,0,4,0,67.844,0.973,0,0,0,0,0,1,0,0
"78788","Henrikh Mkhitaryan",287,0,5,0,56.283,0.98,0,0,0,0,0,1,0,0
"69929","João Moutinho",188,0,3,0,73.334,0.974,0,0,0,0,0,0,1,0
"161988","Keita",928,0,2,0,68.508,0.97,0,0,0,0,0,1,0,0
"83123","Olivier Sorlin",79,0,3,0,73.78,0.977,0,0,0,0,0,1,0,0
"167653","Cyril Théréau",152,0,2,0,67.199,0.964,0,0,0,0,0,1,0,0
"159127","Charles Aránguiz",3312,0,5,0,64.857,0.948,0,0,0,0,0,0,0,0
"23812","Bruno Ecuele Manga",386,0,3,0,60.889,0.921,0,0,1,0,0,0,0,0
"115108","Rémi Gomis",1913,0,3,0,59.806,0.907,1,0,1,0,0,1,0,0
"138499","Roberto Firmino",259,0,1,0,55.113,0.949,1,0,1,0,0,1,0,0
"63772","Johan Audel",1874,0,3,0,56.225,0.957,0,0,0,0,0,0,0,1
"174012","Valter Birsa",909,0,2,0,69.274,0.981,0,0,0,0,0,0,1,0
"128286","Amos Youga",2895,0,3,0,75.051,0.977,0,0,0,0,0,1,0,0
"31927","Agim Ibraimi",592,0,2,0,72.257,0.985,0,0,0,0,0,1,0,0
"12851","Edin Dzeko",1241,0,1,0,54.686,0.805,0,0,0,0,1,1,0,0
"64008","Gonzalo Higuaín",1095,0,2,0,74.052,0.976,0,0,0,0,0,1,0,0
"57588","Yohan Cabaye",198,0,3,0,73.09,0.975,0,0,0,0,0,1,0,0
"80916","Riccardo Saponara",1284,0,2,0,58.139,0.977,0,0,0,0,0,1,0,0
"96699","Nolan Roux",56,0,3,0,61.172,0.978,0,0,0,0,0,1,0,0
"105165","Mauro Zárate",2177,0,1,0,52.193,0.82,0,0,1,0,0,1,0,1
"177545","Sone Aluko",851,0,1,0,73.986,0.976,0,0,0,0,0,1,0,0
"129561","N'Golo Kanté",2092,0,1,0,68.573,0.971,0,0,0,0,0,1,0,0
"112588","Jonathan Walters",228,0,1,0,67.393,0.982,0,0,0,0,0,1,0,0
"142660","Arda Turan",22,0,4,0,65.291,0.95,0,0,0,0,0,1,0,0
"65081","Floyd Ayité",446,0,3,0,63.347,0.941,0,1,0,0,1,1,0,0
"69044","Dani García",2358,0,4,0,73.234,0.976,0,0,0,0,0,1,0,1
"50038","Massimo Gobbi",423,0,2,0,67.377,0.965,0,0,0,0,0,0,0,1
"123356","Rubén Castro",1494,0,4,0,53.101,0.73,1,0,1,0,1,0,0,0
"62702","Filip Djordjevic",84,0,2,0,72.152,0.974,0,0,0,0,0,1,0,0
"49230","Stefano Okaka",1932,0,2,0,61.187,0.923,0,0,0,0,0,0,0,0
"34987","Steven Gerrard",255,0,1,0,75.841,0.978,0,0,0,0,0,1,0,0
"12787","Jaume Costa",1018,0,4,0,62.075,0.962,0,0,0,0,0,0,0,0
"170255","Felipe Anderson",926,0,2,0,79.486,0.985,0,0,0,0,0,1,0,0
"137682","Theo Walcott",1436,0,1,0,53.505,0.743,0,0,0,0,1,1,0,1
"128029","Daniel Ciofani",2978,0,2,0,52.222,0.786,0,0,0,0,1,1,0,1
"176225","Antonio Di Natale",589,0,2,0,54.106,0.835,0,0,0,1,0,1,0,0
"27119","Martín Demichelis",1238,0,1,0,55.231,0.955,1,0,0,0,0,0,0,0
"27613","Renan",492,0,2,0,73.014,0.981,0,0,0,0,0,1,0,0
"100776","Cédric Yambéré",2525,0,3,0,52.791,0.716,0,0,0,0,0,0,0,0
"127006","Tomás Rincón",1476,0,2,0,59.628,0.981,0,0,0,0,0,1,0,0
"38381","Romaric",371,0,3,0,70.371,0.969,0,0,0,0,0,1,0,0
"170382","Mergim Mavraj",2768,0,5,0,52.351,0.801,1,0,1,0,0,0,0,0
"1608","Philippe Mexes",733,0,2,0,56.474,0.923,0,0,1,0,0,0,0,1
"175870","Angel Rangel",831,0,1,0,67.939,0.961,0,0,0,0,0,0,0,1
"131844","Olivier Giroud",660,0,1,0,51.828,0.787,1,0,1,0,1,1,0,0
"81109","Angel Rangel",831,0,1,0,60.952,0.978,0,0,0,0,0,1,0,0
"42560","Tobias Werner",256,0,5,0,70.111,0.967,0,0,0,0,0,1,0,0
"82968","Marcelo",87,0,4,1,52.795,0.718,0,0,0,1,1,1,0,0
"3821","Giorgio Chiellini",725,0,2,0,50.586,0.764,1,0,1,0,0,0,0,0
"56161","Duván Zapata",1099,0,2,1,52.987,0.718,1,0,1,0,0,0,0,0
"10816","Roberto Pereyra",1368,0,2,0,57.424,0.984,0,0,0,1,0,1,0,0
"42583","Cheick Diabaté",676,0,3,1,54.873,0.859,0,0,0,0,0,1,0,0
"147228","Divock Origi",1689,0,1,0,60.75,0.958,0,0,0,0,0,1,0,0
"43702","Pierrick Valdivia",2140,0,3,0,73.245,0.974,0,0,0,0,0,1,0,0
"81658","Clarck N'Sikulu",1575,0,3,0,57.616,0.877,0,0,1,0,0,1,0,0
"4077","Nosa",439,0,4,0,68.022,0.961,0,0,0,0,0,1,0,0
"113547","Thomas Touré",2079,0,3,0,69.925,0.976,0,0,0,0,0,0,1,0
"40226","Raúl Navas",2229,0,4,0,54.19,0.797,1,0,1,0,0,0,0,0
"172711","Dodi Lukebakio",3722,0,3,0,70.226,0.98,0,0,0,0,0,1,0,0
"85743","Alassane Pléa",2249,0,3,0,54.576,0.799,1,0,0,0,1,1,0,0
"98323","Federico Dionisi",2937,0,2,0,74.233,0.976,0,0,0,0,0,1,0,0
"118132","Deyverson",2689,0,4,0,48.992,0.206,1,0,1,0,1,1,0,0
"33572","Jérémy Pied",71,0,3,0,53.908,0.959,1,0,1,0,0,1,0,0
"71314","Gabriel Obertan",2459,0,1,0,55.259,0.836,0,0,0,0,0,0,0,1
"108760","Nicolas Benezet",78,0,3,0,58.871,0.915,0,0,1,0,0,1,0,0
"114887","Sloan Privat",2535,0,3,0,54.477,0.923,0,0,1,0,0,1,0,1
"131322","Momo",3138,0,4,1,49.417,0.312,0,0,0,0,1,1,0,0
"73427","Ki Sung-yueng",493,0,1,1,54.036,0.844,0,0,0,0,1,1,0,0
"119894","Hiroshi Kiyotake",504,0,5,0,66.191,0.96,0,0,0,0,0,0,0,1
"31481","Rémy Cabella",475,0,3,1,53.981,0.79,0,0,0,0,1,1,0,1
"134654","Elseid Hysaj",2518,0,2,0,59.398,0.969,0,0,0,0,0,1,0,0
"169004","Rade Krunic",3076,0,2,0,56.152,0.92,0,0,0,0,0,1,0,0
"51194","Nenê",599,0,2,0,55.67,0.866,1,0,1,0,0,1,0,0
"179271","Vitorino Antunes",344,0,4,0,70.902,0.985,0,0,0,0,0,0,1,0
"171675","Mohamed Salah",1833,0,2,0,53.959,0.78,1,0,0,0,1,1,0,0
"98014","Diego",292,0,3,0,58.53,0.918,1,0,1,0,0,1,0,0
"135728","Renato Civelli",2834,0,3,1,58.611,0.951,0,0,0,0,0,0,0,1
"142109","Cristiano Piccini",587,0,4,0,75.277,0.98,0,0,0,0,0,1,0,0
"144956","Mehdi Carcela-González",3542,0,4,0,58.519,0.947,0,0,0,0,0,1,0,0
"143026","Daniele Baselli",1296,0,2,0,67.37,0.958,0,0,0,0,0,1,0,0
"100530","Stefan Scepovic",3007,0,4,0,54.77,0.801,1,0,0,0,0,0,0,0
"120921","Juan Gomez Taleb",531,0,2,0,58.659,0.94,0,0,0,0,0,1,0,1
"179782","Marco Ruben",1453,0,3,0,55.445,0.968,0,0,0,0,0,1,0,0
"121602","Germán Pezzella",2946,0,4,0,57.131,0.888,1,0,1,0,0,0,0,0
"5868","Aleix Vidal",648,0,4,0,59.244,0.953,0,0,0,0,0,1,0,0
"17859","Milan Badelj",628,0,5,0,68.208,0.961,0,0,0,0,0,1,0,0
"18311","Oussama Assaidi",1250,0,1,0,59.834,0.975,0,0,0,0,0,1,0,0
"69760","Álex Bergantiños",2599,0,4,0,62.778,0.959,0,0,0,0,0,0,0,1
"103401","Christian Eriksen",1304,0,1,0,70.32,0.971,0,0,0,0,0,1,0,0
"10291","Per Nilsson",633,0,5,0,52.483,0.767,1,0,1,0,0,0,0,0
"99072","Marc Albrighton",1634,0,1,0,58.887,0.973,0,0,0,0,0,1,0,0
"162773","Raúl García",1207,0,4,0,57.648,0.983,0,0,0,0,0,0,0,0
"33209","Marco Reus",277,0,5,0,87.645,0.994,0,0,0,0,0,0,1,0
"17512","Claudio Marchisio",734,0,2,0,72.033,0.977,0,0,0,0,0,1,0,0
"163846","Fernando Torres",840,0,4,0,64.138,0.944,1,0,1,0,0,0,0,0
"4165","Michele Canini",1173,0,2,0,50.453,0.898,1,0,0,0,1,0,0,0
"17272","Marvin Plattenhardt",1229,0,5,0,67.526,0.965,0,0,0,0,0,0,0,0
"96309","Djamel Mesbah",1199,0,2,0,55.944,0.919,1,0,1,0,0,1,0,0
"2682","Karim El Ahmadi",234,0,1,0,64.446,0.946,0,0,0,0,0,0,0,1
"167411","Ismael Diomande",189,0,3,0,63.863,0.947,0,0,0,0,0,0,0,1
"11105","Wissam Ben Yedder",69,0,3,0,52.253,0.974,0,0,0,0,0,1,0,0
"41033","Daniele De Rossi",457,0,2,0,77.538,0.982,0,0,0,0,0,0,0,0
"106822","Riccardo Saponara",1284,0,2,0,69.993,0.967,0,0,0,0,0,1,0,0
"58396","Gastón Ramírez",1676,0,1,0,61.946,0.93,0,0,0,0,0,1,0,0
"176717","Andre Wisdom",2326,0,1,0,53.117,0.74,1,0,1,0,0,0,0,0
"37099","Florian Raspentino",1558,0,3,0,66.392,0.962,0,0,0,0,0,1,0,0
"158773","Yacine Bammou",2112,0,3,0,55.766,0.96,0,0,0,0,0,1,0,0
"49522","Víctor Sánchez",466,0,4,0,64.015,0.965,0,0,0,0,0,1,0,0
"79297","Franco Vázquez",2292,0,2,0,58.898,0.951,0,0,1,0,0,1,0,1
"2946","Salomon Kalou",58,0,3,0,59.471,0.966,0,0,0,0,0,1,0,0
"137198","Adem Ljajic",453,0,2,0,53.919,0.964,0,0,0,0,0,0,0,0
"131681","Zlatan Ibrahimovic",741,0,1,0,53.19,0.726,0,0,1,0,0,1,0,1
"1946","Ádám Szalai",305,0,5,0,53.129,0.889,1,0,1,0,0,1,0,0
"130833","Kike",3392,0,4,0,53.434,0.757,1,0,1,0,0,0,0,0
"112126","Piotr Zielinski",2048,0,2,0,58.412,0.937,0,0,0,0,1,1,0,0
"166631","Adrien Thomasson",2569,0,3,0,62.275,0.976,0,0,0,0,0,1,0,0
"88103","Álvaro Negredo",329,0,4,0,67.956,0.965,0,0,0,0,0,1,0,0
"161840","Guerrero",2922,0,4,0,70.462,0.978,0,0,0,0,0,0,1,0
"116724","Roberto Soldado",693,0,4,0,58.05,0.917,0,0,0,0,1,1,0,0
"57978","Arjen Robben",141,0,5,0,67.71,0.98,0,0,0,0,0,1,0,0
"148194","Daniele Gastaldello",950,0,2,0,52.385,0.7,1,0,1,0,1,0,0,0
"100083","Yunus Malli",257,0,5,0,73.472,0.978,0,0,0,0,0,1,0,0
"6906","Eric-Maxim Choupo-Moting",261,0,5,0,75.797,0.979,0,0,0,0,0,1,0,0
"144536","Sergi Roberto",1681,0,4,0,64.464,0.946,0,0,0,0,0,0,0,0
"161115","James Rodríguez",181,0,4,0,70.431,0.98,0,0,0,0,0,1,0,0
"177010","Andrea Lazzari",591,0,2,0,54.24,0.778,0,0,1,0,1,1,0,0
"178552","Sébastien Roudet",931,0,3,0,73.177,0.974,0,0,0,0,0,1,0,0
"174725","Fredy Guarín",49,0,2,0,50.816,0.979,0,0,1,0,0,1,0,1
"165126","Sami Khedira",1064,0,2,0,59.842,0.946,0,0,0,0,0,1,0,0
"33387","Lazaros Christodoulopoulos",456,0,2,0,60.013,0.953,0,0,0,0,0,1,0,0
"51629","Wahbi Khazri",372,0,3,0,70.831,0.976,0,0,0,0,0,1,0,0
"179281","Ezequiel Lavezzi",1164,0,3,1,55.024,0.823,0,0,0,0,1,1,0,0
"130587","Alexander Meier",795,0,5,1,57.874,0.899,0,0,0,0,0,1,0,0
"81089","Marco Borriello",454,0,2,0,68.557,0.963,0,0,0,0,0,1,0,0
"142458","Naldo",302,0,5,0,55.822,0.835,1,0,1,0,0,0,0,0
"121657","Josip Ilicic",1555,0,2,0,71.645,0.981,0,0,0,0,0,1,0,0
"137605","Lars Stindl",367,0,5,0,50.782,0.759,0,0,0,0,1,1,0,0
"22492","Stefan Kießling",143,0,5,0,56.442,0.884,1,0,0,0,0,1,0,0
"154534","Juraj Kucka",616,0,2,0,60.455,0.966,0,0,0,0,0,1,0,0
"147456","Amine Harit",3475,0,3,0,69.369,0.978,0,0,0,0,0,1,0,0
"105494","Paco Alcácer",753,0,4,0,58.634,0.918,0,0,0,0,0,1,0,1
"154072","Steve Cook",2875,0,1,0,77.181,0.984,0,0,0,0,0,1,0,0
"60659","Bafétimbi Gomis",540,0,1,0,53.99,0.829,1,0,1,0,0,0,0,0
"55630","Patrick Herrmann",1144,0,5,0,66.296,0.979,0,0,0,0,0,1,0,0
"68798","Adam Lallana",570,0,1,0,61.319,0.925,0,0,0,0,0,1,0,0
"51703","Eljero Elia",325,0,5,0,55.145,0.997,0,0,0,0,0,0,0,0
"98682","Christophe Jallet",854,0,3,0,51.421,0.99,0,0,0,0,0,1,0,0
"131328","David Barral",1212,0,4,0,55.612,0.982,0,0,0,0,0,1,0,0
"83277","Roberto Soriano",1062,0,2,0,48.837,0.975,0,0,1,0,0,1,0,0
"180293","Emiliano Armenteros",1347,0,4,0,56.371,1,0,0,0,0,0,0,0,0
"138246","Daniel Brosinski",2280,0,5,0,74.743,0.986,0,0,0,0,0,0,1,0
"171568","Marco Asensio",3024,0,4,0,54.572,0.798,0,0,0,0,1,1,0,0
"118","Franck Beria",53,0,3,0,75.527,0.985,0,0,0,0,0,0,0,0
"138366","Rachid",3200,0,4,0,75.35,0.979,0,0,0,0,0,1,0,0
"27750","Markus Feulner",1021,0,5,0,73.762,0.982,0,0,0,0,0,1,0,0
"55483","Marcel Schmelzer",1353,0,5,0,57.348,0.988,0,0,0,0,0,1,0,0
"150074","Bruno Henrique",3225,0,2,0,71.986,0.977,0,0,0,0,0,1,0,0
"173159","Kyle Naughton",1866,0,1,0,67.206,0.981,0,0,0,0,0,1,0,0
"166592","Leo Baptistao",1730,0,4,1,65.846,0.953,0,0,0,1,1,1,0,0
"148702","Franck Kessié",3418,0,2,0,57.102,0.959,0,0,0,0,0,1,0,0
"39949","Alexy Bosetti",1668,0,3,0,52.589,0.904,0,0,0,0,0,0,0,1
"107778","Miku",2619,0,4,0,59.536,0.962,0,0,0,0,0,1,0,1
"29216","Simão",1087,0,4,0,65.597,0.977,0,0,0,0,0,1,0,0
"175845","Michaël Ciani",521,0,2,0,53.407,0.742,1,0,1,0,0,0,0,0
"17478","Víctor Sánchez",466,0,4,0,63.872,0.944,0,0,0,0,0,1,0,1
"50077","Senad Lulic",721,0,2,0,58.043,0.885,1,0,1,0,0,0,0,0
"123195","Javi Guerra",38,0,4,0,52.627,0.735,1,0,0,0,0,1,0,0
"50129","Mohamed Fofana",1444,0,3,0,48.472,0.828,1,0,1,0,0,0,0,0
"2123","Ross Barkley",416,0,1,0,69.067,0.974,0,0,0,0,0,1,0,0
"125717","Maxime Gonalons",546,0,3,0,55.354,0.836,1,0,1,0,0,0,0,0
"96293","Fernando",2477,0,2,0,68.425,0.966,0,0,0,0,0,0,1,0
"53355","Éder",612,0,2,0,56.35,0.869,1,0,1,0,0,1,0,0
"130955","Baptiste Santamaria",3370,0,3,0,76.295,0.979,0,0,0,0,0,1,0,0
"171780","Lucas Lima",3367,0,3,0,61.374,0.981,0,0,0,0,0,1,0,0
"97028","Gonzalo Rodríguez",427,0,2,1,51.057,0.888,0,0,1,0,0,0,0,1
"174952","Carlos Tévez",726,0,2,0,57.886,0.986,0,0,0,0,0,1,0,0
"116465","Anthony Modeste",274,0,5,0,56.824,0.898,1,0,0,0,1,1,0,0
"97050","Éric Bautheac",1301,0,3,0,73.087,0.977,0,0,0,0,0,0,0,0
"5571","Marcello Gazzola",1311,0,2,0,51.681,0.984,0,0,1,0,1,1,0,0
"39180","Loïc Remy",203,0,1,0,54.61,0.812,1,0,1,0,0,0,0,0
"15609","Alessio Cerci",606,0,2,0,61.301,0.986,0,0,0,0,0,1,0,0
"100588","Jasmin Kurtic",10,0,2,0,62.67,0.961,0,0,0,0,0,1,0,1
"55908","James Milner",336,0,1,0,76.115,0.978,0,0,0,0,0,1,0,0
"84547","Memphis Depay",2795,0,1,0,74.394,0.982,0,0,0,0,0,1,0,0
"107966","Emre Can",1035,0,1,0,56.229,0.971,0,0,0,0,0,1,0,0
"169632","Pavel Kaderábek",2951,0,5,0,55.029,0.905,1,0,1,0,0,1,0,0
"78402","Tino Costa",2610,0,2,0,55.297,0.819,0,0,0,1,0,1,0,0
"114861","Craig Gardner",136,0,1,1,49.651,0.416,0,0,0,0,1,1,0,1
"108463","Daley Blind",2351,0,1,0,75.956,0.982,0,0,0,0,0,0,0,0
"150854","Pierre Lees-Melou",3461,0,3,0,78.918,0.983,0,0,0,0,0,1,0,0
"50729","Joel Obi",1398,0,2,0,48.104,0.877,1,0,1,0,0,1,0,0
"80146","Abel Hernández",2363,0,1,0,52.77,0.7,0,0,0,0,0,1,0,0
"159006","Zlatan Ibrahimovic",741,0,1,0,71.754,0.971,0,0,0,0,0,0,1,0
"129748","Alassane Pléa",2249,0,3,0,66.149,0.962,0,0,0,0,0,1,0,0
"106813","Massimo Maccarone",2409,0,2,1,53.812,0.947,0,0,0,0,1,1,0,0
"4685","Robert Lewandowski",286,0,5,0,52.207,0.713,0,0,0,0,0,1,0,0
"17071","Salomon Kalou",58,0,3,1,49.515,0.315,1,0,0,0,1,1,0,0
"60646","Jordi Gómez",2434,0,1,0,63.816,0.942,0,0,0,0,0,0,0,1
"7997","Manolo Gabbiadini",602,0,2,0,72.251,0.973,0,0,0,0,0,0,1,0
"5745","Nabil El Zhar",89,0,4,0,60.13,0.969,0,0,0,0,0,1,0,0
"29182","Marko Arnautovic",220,0,1,0,59.418,0.921,0,0,0,0,0,1,0,0
"24660","Alexander Kacaniklic",1255,0,1,0,69.681,0.966,0,0,0,0,0,1,0,0
"111235","Eric-Maxim Choupo-Moting",261,0,5,0,67.42,0.971,0,0,0,0,0,1,0,0
"163216","Diego Falcinelli",3091,0,2,0,60.277,0.948,0,0,0,0,0,1,0,0
"118107","Takashi Inui",1406,0,4,0,54.846,0.969,0,0,0,0,0,1,0,1
"120909","Morales",2330,0,4,0,68.206,0.972,0,0,0,0,0,1,0,0
"18677","Andreas Weimann",237,0,1,0,69.446,0.98,0,0,0,0,0,1,0,0
"32387","Ogenyi Onazi",522,0,2,0,69.201,0.965,0,0,0,0,0,1,0,0
"167324","Benjamin Moukandjo",2151,0,3,1,56.183,0.951,0,1,0,0,1,1,0,0
"45234","Gastón Ramírez",1676,0,1,0,56.054,0.866,0,0,1,0,0,1,0,1
"1640","Ander Herrera",748,0,4,0,67.208,0.965,0,0,0,0,0,0,0,0
"83582","Willian",566,0,1,0,75.164,0.978,0,0,0,0,0,1,0,0
"94619","Juan Gomez Taleb",531,0,2,0,62.605,0.971,0,0,0,0,0,1,0,0
"105835","Éver Banega",865,0,4,0,76.134,0.983,0,0,0,0,0,1,0,0
"163265","Karim Benzema",92,0,4,0,65.26,0.952,0,0,0,0,0,1,0,0
"145779","Benoit Pedretti",1076,0,3,0,72.02,0.972,0,0,0,0,0,1,0,0
"28370","Ronny Philp",1969,0,5,0,63.584,0.984,0,0,0,0,0,1,0,0
"34849","Javier Pastore",1217,0,3,0,70.471,0.981,0,0,0,0,0,1,0,0
"131110","Antoine Griezmann",180,0,4,0,59.278,0.918,0,0,1,0,0,1,0,0
"22591","Clarck N'Sikulu",1575,0,3,0,57.097,0.883,0,0,0,0,0,1,0,0
"46242","Marcel Schmelzer",1353,0,5,0,71.1,0.972,0,0,0,0,0,0,1,0
"141979","Yann Jouffre",375,0,3,0,72.413,0.977,0,0,0,0,0,1,0,0
"166133","Andy Carroll",1737,0,1,0,53.304,0.966,0,0,1,0,0,1,0,1
"45738","Khouma Babacar",2271,0,2,0,55.102,0.845,0,1,0,0,1,1,0,0
"42484","Mateo Kovacic",39,0,2,1,55.165,0.836,0,0,0,0,1,1,0,0
"56288","Guglielmo Stendardo",165,0,2,1,47.576,0.063,0,0,0,0,1,0,0,0
"53560","Sergio Escudero",1294,0,4,0,68.627,0.975,0,0,0,0,0,0,0,0
"107678","Nicolas Benezet",78,0,3,0,67.524,0.969,0,0,0,0,0,1,0,0
"105174","Victor Wanyama",842,0,1,0,56.943,0.888,0,0,0,0,0,0,0,1
"69424","Wilfried Bony",573,0,1,0,56.221,0.879,0,0,0,0,0,1,0,0
"122464","Gylfi Sigurdsson",683,0,1,0,65.375,0.95,0,0,0,0,0,1,0,0
"94533","Lucas Castro",513,0,2,0,56.73,0.928,1,0,1,0,0,1,0,0
"37432","Juan Guillermo Cuadrado",718,0,2,0,58.033,0.924,0,0,0,0,0,1,0,0
"36913","Roberto Firmino",259,0,5,1,64.193,0.946,0,0,0,0,0,1,0,1
"14592","Jorge Molina",712,0,4,0,61.607,0.941,0,0,0,0,0,1,0,0
"94750","Juan Emmanuel Culio",2985,0,4,0,76.997,0.983,0,0,0,0,0,1,0,0
"122011","Giuseppe Pezzella",3159,0,2,0,77.819,0.982,0,0,0,0,0,1,0,1
"136277","Theodor Gebre Selassie",1356,0,5,0,53.246,0.759,1,0,1,0,0,0,0,0
"60700","David Nugent",2187,0,1,0,58.335,0.887,0,0,1,0,0,1,0,1
"139868","Borja Viguera",2377,0,4,0,70.866,0.973,0,0,0,0,0,1,0,0
"7888","Gabi",1160,0,4,0,65.265,0.949,0,0,0,0,0,1,0,0
"33990","Lucas Moura",857,0,3,0,67.795,0.962,0,0,0,0,0,1,0,0
"68661","Wissam Ben Yedder",69,0,3,0,61.88,0.981,0,0,0,0,0,1,0,0
"159032","Radja Nainggolan",595,0,2,0,64.92,0.95,0,0,0,0,0,1,0,0
"79844","Theo Walcott",1436,0,1,0,54.908,0.816,0,0,0,0,0,1,0,0
"141611","Keita",928,0,2,1,56.377,0.955,0,0,0,0,0,1,0,0
"155528","Romelu Lukaku",335,0,1,0,58.987,0.931,0,0,0,0,1,1,0,0
"23383","Artjoms Rudnevs",1584,0,5,0,58.484,0.95,0,1,0,1,0,1,0,0
"141494","Enock Kwateng",3665,0,3,0,52.075,0.683,0,0,1,0,1,0,0,0
"182257","Florin Andone",2608,0,4,0,47.93,0.991,0,0,0,0,0,1,0,0
"175179","Alexandre Lacazette",547,0,3,0,76.68,0.979,0,0,0,0,0,1,0,0
"149667","Jay Rodriguez",578,0,1,0,56.394,0.964,0,0,0,0,0,1,0,0
"87102","Luka Modric",91,0,4,0,71.672,0.972,0,0,0,0,0,0,0,0
"14675","Ivan Rakitic",647,0,4,1,60.229,0.932,0,0,0,0,1,1,0,0
"61190","Peter Crouch",1051,0,1,0,53.866,0.911,1,0,1,0,0,1,0,0
"100892","Antonio Candreva",519,0,2,0,73.882,0.98,0,0,0,0,0,0,1,0
"15980","Manolo Gabbiadini",602,0,2,0,74.964,0.981,0,0,0,0,0,0,1,0
"112676","Ashley Williams",1433,0,1,0,52.296,0.706,1,0,0,0,1,0,0,0
"175394","Nolan Roux",56,0,3,0,54.184,0.795,1,0,1,0,1,1,0,0
"43280","Yeni N'Gbakoto",2107,0,3,0,75.772,0.978,0,0,0,0,0,0,1,0
"168220","Raúl García",1207,0,4,0,61.192,0.95,0,0,0,0,0,1,0,0
"179900","Jacques Zoua",957,0,5,0,73.272,0.982,0,0,0,0,0,1,0,0
"159389","Francesco Zampano",3497,0,2,0,71.585,0.97,0,0,0,0,0,0,0,0
"54727","Roberto Soldado",693,0,1,1,57.411,0.959,0,1,0,0,1,1,0,0
"166254","Lucas Vázquez",2383,0,4,0,60.798,0.953,0,0,0,0,0,1,0,0
"151136","Levan Mchedlidze",2302,0,2,0,66.074,0.97,0,0,0,0,0,1,0,0
"7518","Yannick Sagbo",850,0,1,0,57.604,0.901,0,1,0,0,1,1,0,0
"128072","Keisuke Honda",1731,0,2,0,54.64,0.906,1,0,1,0,0,1,0,0
"142305","Pablo Sarabia",919,0,4,0,59.532,0.907,0,1,0,0,1,1,0,0
"163031","Juan Iturbe",530,0,2,0,58.905,0.9,0,0,0,0,0,0,0,0
"163958","Roger",2954,0,5,0,48.089,0.967,0,0,0,0,0,0,0,0
"48569","Yoda",2425,0,4,0,63.199,0.975,0,0,0,0,0,1,0,0
"181168","Cabral",2069,0,1,0,72.931,0.973,0,0,0,0,0,1,0,0
"63687","Matthias Ginter",808,0,5,0,58.314,0.906,1,0,1,0,0,1,0,0
"148957","Ronny Rodelin",57,0,3,0,72.042,0.973,0,0,0,0,0,1,0,0
"107425","Paul Dummett",784,0,1,0,55.779,0.964,0,0,0,0,0,1,0,0
"55673","Jens Wemmer",2224,0,5,0,48.944,0.991,0,0,0,0,0,1,0,0
"24749","Ryad Boudebouz",385,0,3,0,67.902,0.969,0,0,0,0,0,1,0,0
"146154","Vincenzo Grifo",3476,0,5,0,65.39,0.951,0,0,0,0,0,1,0,0
"66034","André-Pierre Gignac",745,0,3,0,56.715,0.947,0,0,0,0,1,1,0,0
"85644","Juanfran",20,0,4,0,67.163,0.975,0,0,0,0,0,1,0,0
"176984","Raffael",276,0,5,0,61.392,0.924,0,0,0,0,1,1,0,0
"80133","Robbie Brady",1133,0,1,0,71.298,0.974,0,0,0,0,0,0,1,0
"167744","Guido Burgstaller",3733,0,5,0,53.806,0.797,1,0,1,0,0,0,0,0
"165089","André Gomes",2352,0,4,0,53.03,0.746,0,0,0,0,0,0,0,0
"46301","Tarik Elyounoussi",271,0,5,1,53.135,0.751,0,0,0,1,1,1,0,0
"92828","Jamie Vardy",2281,0,1,0,57.817,0.947,0,0,0,0,0,1,0,0
"36317","Rodrigo Palacio",42,0,2,0,57.384,0.95,0,1,0,0,0,1,0,0
"47686","Santiago Cazorla",820,0,1,0,71.694,0.977,0,0,0,0,0,1,0,0
"155437","Antonio-Mirko Colak",1950,0,5,1,54.667,0.94,0,0,0,0,1,1,0,0
"157858","Falcao",185,0,3,0,56.88,0.905,1,0,1,0,0,1,0,0
"143957","Yassine Benzia",995,0,3,0,68.763,0.965,0,0,0,0,0,1,0,0
"58531","Saido Berahino",657,0,1,0,50.359,0.976,0,0,0,0,0,1,0,0
"142893","Antoine Griezmann",180,0,4,0,73.596,0.975,0,0,0,0,0,1,0,0
"36681","Alex",856,0,3,0,52.218,0.865,1,0,1,0,0,0,0,0
"81559","Roberto Pereyra",1368,0,2,0,54.637,0.821,1,0,1,0,0,1,0,0
"106878","Carlos Vela",179,0,4,0,61.182,0.95,0,0,0,0,0,1,0,0
"75240","Paulo Dybala",2293,0,2,0,71.892,0.973,0,0,0,0,0,0,1,0
"40197","Max Gradel",183,0,3,0,68.924,0.97,0,0,0,0,0,0,1,0
"166922","Vicente Iborra",643,0,4,0,51.63,0.625,0,0,0,0,1,1,0,1
"170666","Manolo Gabbiadini",602,0,1,0,59.4,0.964,0,0,0,0,0,1,0,0
"124292","Fernando Torres",840,0,4,0,59.019,0.975,0,0,0,0,0,1,0,0
"31897","Jean-Christophe Bahebeck",110,0,3,0,50.863,0.994,0,0,0,0,0,1,0,0
